,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
0,-18.89483500542465,-12.799726939158631,-5.729401582290056,0.12190216132531921,5.241792936988783,12.555922616507994,18.52912852144869,13.287335584459909,6.095108066266017,0.24380432265063842,-5.85130374361538,-12.799726939158631,0.7720470217270231,-6.907789141768144,-10.44295182020243,-10.077245336226472,-11.17436478815435,-8.126810755021353,-1.7878983661046846,6.867155087993049,10.524219927752657,11.255632895704585,10.768024250403304,8.329981023896895
1,-17.751089364996993,-12.561675768733371,-5.766015106959576,-0.4530440441182496,5.230599418456194,12.14981754680768,17.709903542804405,12.891162346273903,6.342616617655523,0.41185822192569177,-5.64245764038187,-12.561675768733371,1.2458711213251985,-7.279594072536481,-10.739203136712218,-10.12141580382369,-11.60410540275616,-8.2680538051581,-1.2252782102289197,6.929514583899642,10.38912364807538,11.006910980963909,11.006910980963909,8.659319115987525
2,-17.15592044613661,-12.443209769366563,-5.498162456231735,-0.2893769713806153,5.04342721549077,12.112493230645843,17.321278715496963,12.856605442767435,5.911558129632604,-0.04133956734008442,-5.622181158252,-12.19517236532604,1.0231542916671847,-7.658154849751339,-11.502734612379546,-10.758622400257975,-11.998809420460601,-8.526285763893197,-0.8371262386367968,7.224089392680404,10.944650453288356,11.812781367430196,11.564743963389665,8.712313816923585
3,-17.3405824485268,-12.342593834188676,-5.637974961296043,-0.39618202430728744,5.211317396657454,12.037838430875386,17.40153352918949,12.403544914851343,6.186534687260007,0.21332878231930863,-5.516072799970723,-12.220691672863353,1.93011755431758,-6.481131577129527,-10.260098578214452,-9.650587771587855,-10.869609384841052,-8.065859674358702,-0.7517299948394671,6.318595362029105,9.366149395162113,10.219464524439347,10.097562363114028,8.147127781908901
4,-17.825039441339396,-12.810791639659012,-5.839764208054602,-0.21402277202294936,5.1671212102681965,12.138148641872634,17.88618880477454,12.871941003094154,6.390108478970729,0.27517213545806385,-5.717465481184348,-12.321596732177998,1.773331539618677,-6.420683160688294,-10.211943693666147,-9.60045005931488,-10.945736054887666,-8.255164063742095,-0.9172404515268957,6.176085706947796,9.478151332444636,10.334242420536409,10.334242420536409,8.255164063742102
5,-18.082153929922494,-12.84036099293374,-6.013839958715794,-0.40634053775106543,4.835452399237718,12.393386401407566,18.000885822372307,13.2467015306848,6.298278335141548,0.4469745915261691,-5.526231313414501,-12.352752347632462,1.6456791778918298,-6.156059146928677,-9.935026148013606,-9.203613180061682,-10.300732631989566,-7.618885082832516,-1.27997269391586,6.156059146928674,9.203613180061678,9.935026148013602,9.813123986688282,7.740787244157843
6,-17.675813392171428,-12.555922616507994,-5.485597259639393,-0.48760864530127684,4.997988614338145,12.068313971206717,17.675813392171456,12.799726939158631,6.095108066266017,0.24380432265063842,-5.363695098314074,-12.312118293857347,1.3307652611347416,-6.349070902360438,-10.006135742120048,-9.274722774168115,-10.493744387421332,-7.689994676938966,-1.1072779653716711,6.0849495528222315,9.376307908605876,10.229623037883126,10.107720876557806,7.7915798113767165
7,-18.24469014502293,-12.880995046708843,-5.932571851165591,-0.3250724302008499,5.2824269907638906,12.71845883160842,18.204056091247843,13.206067476909697,6.257644281366445,0.04063405377510776,-5.688767528514944,-12.637190724058204,1.3409237745785154,-6.948423195543256,-10.361683712652223,-9.630270744700303,-11.093096680604154,-7.92364048614583,-0.9752172906025578,6.704618872892618,9.752172906025626,10.483585873977542,10.483585873977542,8.167444808796448
8,-18.06183690303494,-12.820043966046187,-5.7497186091776,-0.629827833514152,5.343378071426547,12.169899105644479,18.021202849259858,13.023214234921713,6.3185953620291,0.34538945708840174,-5.505914286526953,-12.45433748207023,1.7472643123295768,-6.176376173816229,-9.711538852250515,-8.85822372297328,-10.321049658877115,-7.761104271045407,-1.6659962047793897,5.77003563606516,9.061393991848803,9.91470912112605,9.91470912112605,8.086176701246233
9,-17.394247867012524,-12.255501721072136,-5.526191291864474,-0.2650940472112211,4.873652098729167,11.84766472536256,17.720517463580137,12.581771317639749,5.730109789719222,0.34666144635310403,-5.526191291864474,-12.13315062235927,1.7027194570873891,-6.739506354100412,-10.16533711806066,-9.553581624496335,-11.021794809050716,-7.840666242516197,-0.9890047145956699,6.474412306889183,9.53318977471084,10.26729636698805,10.144945268275182,8.187327688869305
10,-17.35346416744155,-12.948824613778353,-6.219514184570694,-0.22431034764024713,5.036786897013006,12.010799523646398,17.883652261863975,12.744906115923587,6.505000081567407,0.5097962446369431,-5.6077586910063655,-12.337069120214027,2.028989053655039,-6.535587856245627,-10.328471916344471,-9.83906752149301,-11.06257850862167,-8.126152139512872,-1.1521395128794805,6.433628607318236,9.73710827256562,10.471214864842835,10.348863766129966,8.024192890585482
11,-18.55549504850648,-12.988846533954538,-5.9700288416933835,-0.16135213085656883,5.284282285552938,12.545128174098936,18.111776688650888,13.271212762953544,6.615437365119691,0.44371835985558455,-5.849014743550953,-12.746818337669668,0.9983663096750897,-7.230592364010407,-10.861015308283397,-10.134930719428805,-11.345071700853136,-8.561747443577165,-2.0269861438857544,6.8070430205119,10.558480062927329,11.647606946209237,11.405578749924368,8.743268590790832
12,-18.740259021036568,-12.450652299464382,-5.211670978409638,0.12856114367993346,5.350121440834182,12.233087287082956,18.404022183719814,12.826446411759589,6.062152390446122,-0.10878250619071293,-5.805030103086255,-12.687995949335033,0.296679562338308,-5.755583509363204,-9.078394607552282,-8.247691833004998,-9.434410082358252,-6.823629933781112,-1.48339781169154,5.874255334298526,8.60370730781099,9.434410082358252,9.315738257422927,7.298317233522433
13,-17.093912859663256,-12.093790905469247,-5.63021862321846,-0.3861882810149869,4.735887867183753,11.687276925453464,17.297169849671125,12.419002089481845,6.199338195240529,0.3455368830134132,-5.386310235208997,-12.093790905469247,1.6565444685642734,-6.880249111766972,-10.416920737904187,-9.929103961885252,-11.02669170792785,-8.221745245819013,-1.3923103815540279,6.6566664227582635,9.827475466881298,10.681154824914428,10.559200630909698,8.485979332829247
