,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
0,-18.89483501,-12.79972694,-5.729401582,0.121902161,5.241792937,12.55592262,18.52912852,13.28733558,6.095108066,0.243804323,-5.851303744,-12.79972694,0.772047022,-6.907789142,-10.44295182,-10.07724534,-11.17436479,-8.126810755,-1.787898366,6.867155088,10.52421993,11.2556329,10.76802425,8.329981024
1,-17.75108936,-12.56167577,-5.766015107,-0.453044044,5.230599418,12.14981755,17.70990354,12.89116235,6.342616618,0.411858222,-5.64245764,-12.56167577,1.245871121,-7.279594073,-10.73920314,-10.1214158,-11.6041054,-8.268053805,-1.22527821,6.929514584,10.38912365,11.00691098,11.00691098,8.659319116
2,-17.86435786,-12.43867244,-5.512265512,-0.202020202,4.877344877,12.03463203,17.57575758,12.72727273,6.147186147,0.144300144,-5.396825397,-12.09235209,1.462241462,-6.156806157,-9.504569505,-9.158249158,-10.1972102,-7.542087542,-1.308321308,5.964405964,8.965848966,9.773929774,9.773929774,7.926887927
3,-20.30872538,-12.93862343,-5.322851411,-0.163780043,5.118126356,12.85673341,20.59534046,12.97956844,5.855136552,-0.040945011,-5.691356508,-12.93862343,0.737010195,-7.001596855,-11.05515293,-9.335462474,-11.05515293,-7.370101953,-0.245670065,6.878761823,9.949637637,10.68664783,10.1953077,7.615772018
4,-19.67965442,-12.08543093,-4.613694916,0.408291586,5.675253039,13.14698905,19.51633779,12.53455168,5.185303136,-0.57160822,-6.083544624,-13.43279316,0.153109345,-7.686089097,-12.09563822,-10.13583861,-11.85066327,-6.951164243,1.010521674,7.62484536,10.80951973,11.05449468,10.56454478,7.502357884
5,-21.04979746,-13.46207977,-5.384831908,0,5.140066821,13.46207977,21.53932763,13.70684486,5.874362081,-0.122382543,-6.119127168,-13.58446231,-1.009655983,-7.006400607,-10.55549436,-8.842138757,-10.67787691,-7.49593078,-1.499186156,6.945209335,10.61668564,11.22859835,10.86145072,7.434739509
6,-19.48571592,-12.50392981,-4.664731365,0.234767662,5.746704066,13.34092756,19.58778882,12.6060027,5.256754164,-0.500157192,-6.134581072,-13.48382961,0.489949903,-7.471736015,-11.75879766,-10.043973,-11.39133524,-6.736811161,1.592337184,7.349248539,10.41143543,10.53392291,9.921485528,7.104273588
7,-21.22445539,-12.67446201,-4.606158404,0.451584157,5.870594044,13.33678544,20.44170952,12.85509568,5.388904276,-0.391372936,-5.810382823,-13.63784155,-0.371302529,-6.874114393,-10.24594277,-8.800873464,-10.24594277,-6.633269509,-0.371302529,6.613199102,9.744182593,10.22587236,9.744182593,7.215311312
8,-20.1900189,-12.59579541,-4.756596971,0.387877006,5.777325935,13.12657447,19.86338564,12.63662457,5.287376032,-0.224560372,-6.103959204,-13.20823279,0.265389531,-7.32883396,-11.12594571,-9.411121046,-10.88097075,-6.716396582,0.877826909,6.879713216,9.941900107,10.55433749,9.941900107,7.002200692
9,-20.51806324,-12.80465906,-5.091254877,0.051014578,5.193284033,12.90668822,20.86496237,12.90668822,5.560588994,-0.071420409,-5.703429812,-13.29439901,0.163246649,-6.815547611,-10.85590218,-9.264247351,-10.97833717,-7.060417585,-0.326493299,6.774735949,9.713175637,10.44778556,10.44778556,7.754215845
10,-20.32963924,-12.44836757,-4.80959656,0.282917445,5.981683116,13.01420246,19.92547146,12.65045146,5.375431449,-0.444584556,-5.900849561,-13.2971199,0.232396472,-7.285124201,-11.16513487,-9.588880536,-11.16513487,-6.9213732,0.717397806,7.143665478,10.05367348,10.53867481,10.17492381,7.264915812
11,-20.50786033,-13.03932612,-5.448356922,-0.061217494,5.203486948,13.28419609,21.36490524,13.52906607,5.693226897,-0.306087468,-6.060531858,-13.65150105,0.132637903,-7.091026332,-10.88651093,-9.539726072,-11.1313809,-7.213461319,-0.112232071,6.988997176,10.17230684,10.66204679,10.5396118,7.478737124
12,-17.15592045,-12.44320977,-5.498162456,-0.289376971,5.043427215,12.11249323,17.32127872,12.85660544,5.91155813,-0.041339567,-5.622181158,-12.19517237,1.023154292,-7.65815485,-11.50273461,-10.7586224,-11.99880942,-8.526285764,-0.837126239,7.224089393,10.94465045,11.81278137,11.56474396,8.712313817
13,-20.17807632,-12.17555432,-4.415532976,0.313230028,5.648244699,12.80201437,19.71328338,12.43826337,5.163243366,-0.293021639,-5.991787311,-13.02430665,0.363751,-7.032519339,-10.54877901,-8.972524674,-10.54877901,-6.426267672,0.606251667,6.547518006,9.578776342,10.06377768,9.457526008,6.911269006
14,-21.30673033,-13.14275819,-5.226179137,0.092772411,5.659117054,13.69939265,21.49227515,13.5756961,5.535420506,-0.154620685,-6.215751518,-14.00863402,-0.463862054,-7.267172173,-10.85437205,-9.122620388,-10.85437205,-7.390868721,-0.340165506,7.081627352,10.54513069,10.79252378,10.54513069,7.329020447
15,-20.76541145,-12.64508518,-4.767156714,0.080799266,5.413550845,13.17028041,20.80581108,12.80668372,5.413550845,-0.282797432,-5.85794681,-13.37227858,-0.06059945,-6.484141124,-10.12010811,-8.423323516,-10.12010811,-6.484141124,-0.06059945,6.241743325,9.271715813,9.99890921,9.514113612,6.726538923
16,-20.36354371,-13.08938178,-5.198765447,-0.14383936,5.404250248,13.1715757,20.69231939,12.92499394,5.650832008,-0.14383936,-5.691928968,-13.21267266,0.523986241,-6.87346657,-11.18864738,-9.462575053,-11.18864738,-7.24333921,-0.09246816,6.93511201,9.894093134,10.51054753,10.38725665,7.798148171
17,-20.80453638,-12.43826337,-4.556991698,0.414271973,5.870536977,13.50930798,20.29932666,12.78180598,5.26428531,-0.555730695,-6.133246033,-13.65076671,-0.353646806,-7.143665478,-10.53867481,-8.96242048,-10.41742448,-6.173662811,0.373855195,6.678872534,9.952631536,10.07388187,9.71013087,6.800122867
18,-20.69071735,-13.51685452,-5.491855437,0.101325746,5.208143348,13.35473333,21.13655063,13.59791512,5.694506929,-0.020265149,-5.856628122,-13.51685452,0.070928022,-6.981343904,-10.99384345,-9.413161809,-11.23702524,-7.346116589,-0.293844664,7.001609053,10.16297233,10.8925177,10.64933591,7.487972634
19,-19.97130455,-12.91903262,-5.258806221,-0.273579514,5.319601668,13.10141897,20.76164537,13.22300986,5.562783459,-0.273579514,-6.109942488,-13.16221441,-0.050662873,-7.102934799,-11.11543434,-9.413161809,-11.11543434,-7.346116589,-0.415435559,6.880018158,10.28456323,11.0141086,10.77092681,7.609563529
20,-19.75931568,-11.93185695,-4.345243113,0.471654564,5.770242009,12.87516608,19.13713306,12.39347631,5.047707357,-0.491724971,-6.0311573,-13.13608137,0.351232122,-6.874114393,-10.60721009,-8.921295906,-10.48678765,-6.272002184,1.194189216,6.492776661,9.382915267,9.864605034,9.382915267,6.492776661
21,-20.09463405,-12.60444981,-4.75183731,0.322158462,5.516963656,13.00714789,20.13490386,12.76552904,5.396154233,-0.281888654,-6.080740964,-13.32930635,-0.060404712,-7.429779523,-11.41649049,-9.725158562,-11.29568106,-7.3089701,0.664451827,7.3089701,10.4500151,10.81244337,10.57082452,7.429779523
22,-20.3412153,-12.82688353,-5.070153963,-0.222197982,5.110553596,12.86728317,20.74521163,13.10968096,5.595349194,-0.222197982,-5.676148461,-13.06928133,0.111098991,-7.16083498,-11.28159756,-9.706011869,-11.28159756,-7.282033879,-0.252497707,7.261834063,10.17060765,11.01899995,10.53420435,7.86782856
